開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2022/04/03,2阪神4,曇,5,3歳1勝クラス,,芝1600,13,良,1:34.9,35.9-34.9,メモリーレゾン,古川吉洋,[西]長谷川浩,サイード,アグリ
2022/04/03,2阪神4,曇,6,4歳以上1勝クラス,,ダ1800,12,良,1:53.4,37.7-38.0,メイショウオキビ,角田大河,[西]松永昌博,ナムラドン,トーホウスザク
2022/04/03,2阪神4,曇,7,4歳以上2勝クラス,,ダ1400,16,良,1:24.4,35.6-36.5,エイシンギアアップ,川田将雅,[西]中尾秀正,ジョイウイン,モズピンポン
2022/04/03,2阪神4,曇,8,4歳以上2勝クラス,,ダ1800,16,良,1:52.0,36.7-37.4,ステイブルアスク,古川奈穂,[西]矢作芳人,ダノンバジリア,ノーチラス
2022/04/03,2阪神4,曇,9,明石特別(2勝クラス),,芝2000,9,良,1:59.2,36.1-34.8,プレイイットサム,Ｍ．デム,[西]藤岡健一,スタッドリー,ノースザワールド
2022/04/03,2阪神4,曇,10,心斎橋S(3勝クラス),,芝1400,15,良,1:20.3,34.1-35.0,ロードマックス,松田大作,[西]藤原英昭,ソウルトレイン,ルチェカリーナ
2022/04/03,2阪神4,曇,11,大阪杯(G1),,芝2000,16,良,1:58.4,34.6-35.8,ポタジェ,吉田隼人,[西]友道康夫,レイパパレ,アリーヴォ
2022/04/03,2阪神4,曇,12,なにわS(3勝クラス),,ダ1200,16,良,1:11.1,35.5-35.6,シャマル,川須栄彦,[西]松下武士,ジゲン,スナークダヴィンチ
2022/04/02,3中山3,晴,1,3歳未勝利,,ダ1800,16,重,1:54.4,36.7-38.5,ニシノスピカ,津村明秀,[東]鈴木伸尋,ファイアリースカイ,バイロイト
2022/04/02,3中山3,晴,2,3歳未勝利,,ダ1200,16,重,1:12.5,34.7-37.8,プランセスカグヤ,小林脩斗,[東]武藤善則,クラウンシューター,ペイシャワキア
2022/04/02,3中山3,晴,3,3歳未勝利,,ダ1800,12,重,1:55.1,36.2-40.0,モール,石橋脩,[東]小手川準,エコログロリアス,ブランショセット
2022/04/02,3中山3,晴,4,3歳未勝利,,ダ1200,16,重,1:11.8,34.7-37.1,カンザシ,野中悠太,[東]宮田敬介,チャオベッラ,ミニョンルミエール
2022/04/02,3中山3,晴,5,3歳未勝利,,芝2000,18,稍,2:02.2,37.0-35.3,ヴィブラツィオーネ,横山武史,[東]辻哲英,キングズパレス,アイスランドポピー
2022/04/02,3中山3,晴,6,3歳未勝利,,ダ1800,15,重,1:54.4,37.0-38.8,ホウオウバリスタ,戸崎圭太,[東]稲垣幸雄,ダンディジャック,エクセレントマン
2022/04/02,3中山3,晴,7,3歳1勝クラス,,芝1600,12,稍,1:34.2,35.4-35.3,ゴーゴーユタカ,横山武史,[東]武井亮,モンタナアゲート,ニシノメグレス
2022/04/02,3中山3,晴,8,4歳以上1勝クラス,,ダ2400,8,重,2:35.1,37.7-39.4,エクセレントラン,横山琉人,[東]大江原哲,ナスノコウラン,ヤマノマタカ
2022/04/02,3中山3,晴,9,千葉日報杯(2勝クラス),,ダ1800,14,重,1:53.2,36.5-38.4,ダノンマデイラ,横山武史,[西]茶木太樹,アーザムブルー,タイセイスラッガー
2022/04/02,3中山3,晴,10,安房特別(2勝クラス),,芝2500,8,良,2:35.8,31.8-34.6,アイブランコ,内田博幸,[東]中野栄治,マベルロンジュ,イヤサカ
2022/04/02,3中山3,晴,11,ダービー卿チャレンジ(G3),,芝1600,16,良,1:32.3,34.2-35.2,タイムトゥヘヴン,大野拓弥,[東]戸田博文,フォルコメン,ダーリントンホール
2022/04/02,3中山3,晴,12,4歳以上1勝クラス,,ダ1200,16,重,1:11.5,34.6-36.9,フレーズメーカー,西塚洸二,[東]栗田徹,トーセンニック,ホテルカリホルニア
